Timestamp,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH
1574630486.773343,21.666553666666665,5.211661666666666,1.5727106666666668,0.5978033333333334,11.078047333333334,4.989803,1.4106940000000001,1.062218
1574630487.466305,4.7618395,1.9703771250000002,1.588128,1.04030325,5.21314875,2.9221405,1.707193125,1.199519875
1574630488.4740975,7.175372375,2.358753,1.261139,1.6487615,5.18740675,3.184054,1.177821,0.754328375
1574630489.4819567,14.57636425,2.045815,2.87014075,1.7141935000000001,7.9386675,2.658247125,4.108522875,1.470212
1574630490.4899786,12.493387625,7.16476375,2.3918909999999998,1.512849875,11.120815,6.934321,2.03342575,1.414493625
1574630491.4979413,12.646153,6.084878125,2.65646875,1.79513525,9.323674875,5.31740775,2.30144575,2.282383125
1574630492.5057812,12.9268625,6.756707250000001,2.24092975,1.065755875,10.397495375,6.922918625,1.9315815,1.54583025
1574630493.5136445,28.16917925,13.921145749999999,5.31259275,2.4738935,22.340926125,11.214975375,4.836463125,2.033567375
1574630494.5215187,3.2038075,3.52448525,2.904353125,2.235592375,5.53568,5.6165952500000005,3.0333765,1.815208375
1574630495.5292673,2.8159805,1.407268875,1.726069625,1.731651375,3.225060875,2.082134125,1.6939048749999999,2.56473275
1574630496.5373652,4.870257875,0.705753875,2.022406375,1.722287125,6.8379235000000005,0.964896625,2.53087975,1.378693125
1574630497.5454905,71.8786405,19.043039,7.864635,2.276799125,30.561637375,10.42051225,5.5363115,2.59695775
1574630498.5533073,77.824787875,18.266681124999998,6.409178625,2.426321125,33.38233175,11.86533825,5.02698925,2.9874769999999997
1574630499.498244,9.964449142857143,3.2696084285714284,1.8511788571428571,1.8729735714285713,6.367933428571429,3.0658737142857144,1.7176411428571428,1.780527
1574630500.4432049,2.718124,2.076826625,1.814658375,0.937979125,3.3015775,1.4078421250000002,1.219253125,1.28726925
1574630501.4510148,2.634514125,0.72846775,1.16776425,1.488292125,3.3431052500000003,1.088268375,1.442950875,1.7579544999999999
1574630502.4588258,4.828767,1.040682125,0.770411375,1.089315125,3.617231375,1.65888525,1.16967075,1.310590625
1574630503.4663687,2.33285025,0.754748125,1.2615485,0.687993375,1.609688,0.8999422499999999,1.48369925,0.8678272499999999
1574630504.4741702,2.501925875,0.60589475,1.0987315,0.8277435000000001,2.48155775,1.126407125,1.6664515,1.031574875
1574630505.4820964,14.36155,2.790847375,1.022054125,0.65496925,8.809287625,2.740664875,1.21017175,0.8890905
1574630506.4900649,63.96462675,11.330264125000001,1.155370875,1.101678875,24.502508499999998,7.85184425,1.5351865,1.074821625
1574630507.498165,10.790434375,2.714783375,0.783031,0.8330605,5.208157875,1.87619125,0.770630625,0.580418125
1574630508.5061002,2.21747125,2.770947375,2.029620875,0.8078435,2.026909125,3.045959,1.514895125,0.753366875
1574630509.5139773,2.953585375,1.07478325,1.1618855,1.205370625,2.198348125,1.67884,0.909364625,1.130600375
1574630510.5219963,2.1088945,1.389223625,0.764019375,0.905783375,3.04448475,1.2911403750000001,0.771710125,0.9344075000000001
1574630511.5298607,49.467020375000004,13.615179874999999,2.145905375,1.134213625,21.280588625,6.798187875,2.638777875,1.289493375
1574630512.537589,12.164616,3.32159675,2.378588625,0.69645375,6.53266125,2.601213,2.79822125,1.3657457499999999
1574630513.5451818,2.647640625,3.17388875,2.7253992499999997,0.841836125,3.2955835,2.7834515,3.93688825,0.84307725
1574630514.5530527,4.417146625,1.819086875,1.269473625,0.869101875,3.452406,1.5714593749999999,1.354083625,0.871575875
1574630515.4979548,2.905613285714286,2.238887857142857,0.5700117142857143,1.0307772857142856,3.786864142857143,1.4165197142857142,0.9661385714285714,1.0457082857142856
1574630516.4428966,1.288883625,1.147557875,0.92594725,0.839332625,2.032167375,1.63759075,1.322397875,1.1819735
1574630517.4507592,3.53711375,1.361447,1.516501125,0.77975375,3.238236375,1.6104595,2.2428222499999997,0.80080225
1574630518.4583855,5.98502625,1.725521625,1.797295125,0.886361375,6.314728875,1.74047775,2.35138925,1.306296875
1574630519.465958,5.954802375,1.5980501249999999,1.624274125,1.2303241249999999,5.401287125,1.98541725,1.8245001250000001,1.07994
1574630520.4735026,3.26641925,1.573150125,0.984704125,0.7357478749999999,2.9542355,2.162497375,1.417778625,0.962083875
1574630521.4803934,2.826378,1.627348125,0.8632927499999999,0.8164525,4.4733785,1.9621952500000002,1.116432,0.705459875
1574630522.4873638,5.097567875,1.3506393749999999,1.088251625,0.9967137500000001,8.501385375,1.86452475,0.73707525,0.790147
1574630523.4946423,5.399964625,1.053294625,0.8973838749999999,0.684729625,6.16509125,1.4370225,1.409277875,0.963406125
1574630524.5019429,67.602007,4.5936946249999995,1.4814695,1.487042125,35.995728125,3.041071875,1.4074921249999999,0.97022325
1574630525.5093725,70.29218475,7.465030375,2.760652,1.361360875,28.393821,3.7555108749999997,2.29267775,0.817367125
1574630526.5167458,35.72558025,7.147890875,1.95880275,1.0715721249999999,17.51266625,4.8496007500000005,1.79679075,0.749806125
1574630527.524283,60.025747,11.438136875,1.459428375,1.4810501249999999,31.910803875,6.160049,1.74263375,1.72312175
1574630528.5314996,23.628277,5.1566469999999995,1.1262313750000001,1.0422585,15.90008975,3.54644725,2.318826375,1.30655175
1574630529.5389657,21.699199,5.821575125,1.72885725,1.1057055,12.815947375,3.6629245,1.781259875,1.028145375
1574630530.5462093,30.37948325,4.964719625,2.133608125,1.119179875,15.631328,2.71786425,1.154655,1.1727682499999998
1574630531.552847,30.538137374999998,4.094906875,0.943331125,0.662035625,17.856664375,1.8966216249999999,0.6526507500000001,0.8946835
1574630532.5591903,11.799165125,3.257489,0.852629125,0.873745125,7.43518125,3.282373625,0.8087025,1.49023975
1574630533.5033011,2.3586397142857143,1.4900445714285715,1.6135294285714286,1.8691858571428572,2.4898532857142857,2.2889218571428573,1.3242132857142856,1.605594857142857
1574630534.4473374,9.034467000000001,2.98201025,0.8380888750000001,1.761344375,5.842291375,1.584852125,0.62008875,1.0465455
1574630535.4545474,48.974219,10.781981125,1.087964625,0.9773375000000001,21.25094875,4.083044,0.76533075,0.59576875
1574630536.4620013,72.3298745,7.025469875,1.485573125,0.65317925,29.6143615,3.08508675,1.14488825,1.08979375
1574630537.4693954,67.350850625,11.06869125,0.99850125,1.303556375,27.3415035,9.008241250000001,1.2058095,0.93501525
1574630538.4765832,33.264438,4.574099375,0.783017125,0.91073425,12.342344375,2.667629375,1.29397875,0.83965225
1574630539.4836311,30.330754250000002,3.0658765,1.91921575,1.2087958749999999,12.380041624999999,2.02041675,1.7987875,1.214336625
1574630540.4909644,32.227087875,6.21135125,2.4979312499999997,1.011569875,11.053312,2.688672875,1.550334625,1.088688375
1574630541.4984782,112.823217125,14.925864875,2.2605375,0.840543875,23.10597325,3.876199375,2.2377042499999997,1.016083875
1574630542.5054939,14.7053935,2.541422625,1.49150225,0.8806845,8.849473999999999,1.5113717500000001,2.377529,0.807308625
1574630543.5126128,16.603142000000002,2.776341375,0.92026725,0.776784875,11.326930375,1.55787,0.8858585,0.843360375
1574630544.5198183,5.167315375,1.473125125,0.39920762499999995,0.8366224999999999,5.231847625,1.45958525,0.529742375,1.43603275
1574630545.5273283,19.252918375,2.737760625,1.059693625,0.9515267500000001,13.2949835,2.255434625,0.900575,1.267382375
1574630546.5345907,15.434867875,2.7384435,2.75187775,1.012773375,7.4725575,1.797039625,2.501543125,1.29175925
1574630547.5413237,60.5878595,11.76772075,3.9591725,0.772585375,28.168379125,4.546171375,2.88560825,0.8988925
1574630548.5485706,99.081750875,19.164492125,6.590422375,1.50018575,40.68753275,6.41464075,3.0547788750000002,2.10456625
1574630549.5554237,71.581299375,16.154117625,3.07661625,1.29848575,30.654425,8.194180874999999,1.76227725,1.522482875
1574630550.4998772,3.340367857142857,1.2441587142857142,0.8360794285714286,1.0555761428571429,2.7617228571428574,1.6495018571428572,0.4568517142857143,0.5719105714285714
1574630551.4444275,27.32275275,4.2709448750000005,2.2304985,0.887502,12.62522425,3.117525375,2.23328,1.3177215
1574630552.4529037,22.1376375,4.552375875,1.09241475,0.726839625,13.24409375,3.844779625,1.282031125,1.072378375
1574630553.4627438,80.00789400000001,14.950882625,2.5804865,0.683709125,29.672706624999996,7.764265375,1.575026375,1.058341875
1574630554.4742808,46.922544,7.71133775,1.428593875,0.5808061250000001,18.886608250000002,3.65761675,0.558560625,0.689003125
1574630555.4858022,53.200588375,10.512515875,2.12259725,0.835228125,22.928532375,4.545729,1.651329125,0.712553625
1574630556.4973412,33.65332775,6.161003125,3.006368125,0.798854875,15.0175065,3.124299375,2.40690425,0.72915325
