Timestamp,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH
1574652467.693728,59.17999675,10.725586,8.2772865,3.39280925,39.38342,6.90972725,6.05765,2.54428775
1574652468.4515657,1792.596836125,360.698905125,223.952515625,79.6168635,766.2441005000001,159.35181775,74.787963375,25.1638365
1574652469.4622538,330.24761374999997,82.601057375,28.055078875,8.84359925,309.24556712500004,50.186410125,8.914231625,2.7726286250000003
1574652470.4726305,64.658243125,11.094268,2.60016,1.230798,8.462223375,1.67529325,1.6088106249999998,0.8709975
1574652471.4829688,12.71619725,7.433872375,4.4292285,1.291446875,3.23095525,3.00813875,3.37911775,2.0129441249999998
1574652472.4933646,45.053854875,7.943347375,2.3690925,1.187821625,8.96193,4.3017597499999995,3.63161625,1.598440375
1574652473.5047076,197.744728,18.7030405,2.22445425,0.562560375,52.865588624999994,3.269132375,2.3557345,1.0552145
1574652474.5156744,74.03183075,9.92908025,4.667897375,1.8727654999999999,12.903093375,3.2280251250000003,0.617271,0.93393925
1574652475.5269892,127.03367975,13.550077,8.605917,3.702522625,11.407960375,5.940736125,4.4119605,1.728292875
1574652476.5380979,35.892386125,9.486890375,2.783671125,2.031546625,9.90340025,3.6344033749999998,2.596348,1.3043845
1574652477.5486724,140.47558425,27.120579375,9.901769999999999,4.815048625,19.451563375,6.471544625,5.1265586249999995,1.1385865
1574652478.5580108,22.30553075,2.93835925,2.568191125,2.90325475,15.610014875000001,6.78008225,5.8691984999999995,5.0385775
1574652479.5043285,22.705543285714285,1.965162857142857,1.792402,1.6878490000000002,30.77627557142857,1.3633412857142857,1.4756032857142858,1.8293907142857144
1574652480.4506326,34.32348425,7.569489875,2.7262102500000003,1.975611,8.428328,2.311451875,1.8445998749999999,2.3088895
1574652481.4600105,33.253626125000004,7.3347935,5.137063749999999,1.97002275,8.179036375,1.855553375,2.9151594999999997,2.4735445
1574652482.4698105,11.686155125,4.770372375,2.305621875,1.6744097500000001,7.084332875,2.177945875,1.554447125,1.725255875
1574652483.479924,9.763712,3.285341625,1.553454375,1.1021215,7.76754775,3.073652125,0.749269,2.440103
1574652484.490043,3.5045326250000004,1.386525625,1.0632515,0.6976355,4.194516375,1.283400375,1.26237975,1.575517
1574652485.4992385,1.646533125,1.190172625,0.711776125,0.33566212500000003,1.2417455,1.2006911249999999,1.048846125,1.2003003749999999
1574652486.5082588,5.60098875,1.431244,0.93045975,0.453123875,1.2587405,1.20949325,1.072145,1.7698337499999999
1574652487.5173898,193.1357985,11.021141125,2.885015,0.8036365,33.02398475,2.342689125,2.238183,2.743120125
1574652488.5264335,23.69829475,2.446264125,0.886201875,0.518906375,8.06417475,1.238796,2.52003375,2.54406725
1574652489.5362606,30.7231025,2.66360975,0.9197785,0.75805025,4.403963,1.172135125,2.31475475,2.415609375
1574652490.5460248,7.11560875,2.781525,1.929071,0.416368,5.574661375,2.004386,2.4518425,1.641481
1574652491.5544624,31.007754625000004,3.856130125,2.030134625,0.9287648749999999,5.1083565,1.8190755,5.04597075,2.299329375
