Timestamp,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH
1574630140.724988,20.4708785,2.06945125,0.847849,0.4501395,6.858797,1.58135275,0.44498875,0.28057825000000003
1574630141.4916515,19.540435125,3.4567407500000003,1.487582625,0.585854625,3.131506625,0.55891375,0.673444125,0.298134
1574630142.5096061,9.008845125,1.477843625,0.6184225,0.335964375,6.195899125,0.815562125,0.43611525,0.4057375
1574630143.5229115,12.423818625,3.11991775,0.7003605,0.442231625,11.851430125,2.234816125,0.583239875,0.458570625
1574630144.535599,80.620461375,41.024889125,4.081223875,3.437333625,33.79494525,19.27147075,2.813230875,2.019156375
1574630145.54881,43.910254,22.314866875,1.922525375,2.198400125,16.612919,11.069176125,1.883704625,1.485682125
1574630146.4985342,4.201207,1.2152251428571428,0.6023495714285715,0.4602732857142857,3.396749,1.0914181428571428,0.8775528571428571,0.6613337142857143
1574630147.4483087,11.414359000000001,3.195701,1.171514625,0.7014075,6.425085875,1.756662875,0.94348725,0.70754025
1574630148.4603677,102.39793537499999,19.0539165,6.303564125,1.083105125,40.02201025,7.91453025,2.857325875,1.13014575
1574630149.4728525,9.42215575,2.235852125,0.565830375,0.481416125,6.535425125,1.522485875,0.567759,0.315804125
1574630150.4837708,41.69133875,3.9683663749999996,1.5642,0.769856625,15.32966925,2.3993215,0.9866677500000001,0.762235375
1574630151.49725,45.80741875,2.068718625,1.411784125,0.875815,8.525050125,1.549642125,0.718753375,0.457081875
1574630152.5110729,38.588059375,2.012065875,1.337379125,0.42796275,7.535020625,1.1183412499999998,0.691795625,0.28960125
1574630153.5257514,15.039873125,1.13912175,0.9181892500000001,0.30525962500000003,7.32487375,0.793692375,0.458645375,0.277225
1574630154.5387664,9.913596125,1.174827875,0.759317625,0.32267375000000004,5.7991265,1.23307025,0.477607125,0.41011000000000003
1574630155.5507944,33.337881125,7.201861,3.41576075,1.3259575,12.10050225,2.68418,0.9528725,0.6402816250000001
1574630156.1853921,36.133455999999995,6.321322500000001,2.775809,1.299137,13.6643105,1.9379905,0.6556839999999999,0.5046915000000001
1574630158.5579216,6.7440687142857145,1.0567041428571429,0.46993,0.34577614285714287,3.3396372857142858,0.7010147142857143,0.381826,0.255377
1574630162.669955,3.0950974,0.6058646,0.5343476,0.4356932,2.4491708,0.4829944,0.5555734,0.3114938
1574630163.4883103,4.013879,1.08397225,0.7878223750000001,0.59824375,5.347599875,2.120989,1.0676785,0.643600625
1574630164.495654,6.943084,1.028003,0.56179325,0.396979125,5.835152,1.4645439999999998,0.47412475,0.34933349999999996
1574630165.5028849,2.634142625,0.40679175,0.157385375,0.182857875,2.794251375,0.4776225,0.162594,0.09789875
1574630166.510016,46.430997375,8.45362875,1.17390125,0.695500625,16.335613125,3.41710625,0.621053375,0.5219820000000001
1574630167.5137563,15.739171124999999,3.319649375,1.12843725,0.50277925,7.287009,1.346117125,0.758352375,0.48480324999999996
1574630168.2527046,3.22885,0.59312475,0.64184325,0.237204,3.13981875,0.59254825,0.44416225,0.17068875
1574630170.9523962,2.856189,0.47540200000000005,0.257393,0.269543,3.749977,0.663038,0.21318099999999998,0.149032
1574630171.519284,1.5624315,0.378061875,0.174227375,0.188004,4.69526675,0.432201125,0.23570625,0.167563125
1574630172.5266526,1.085725125,0.34089925,0.19073275,0.180613875,2.084943,0.6783020000000001,0.26341125,0.195177875
1574630173.5336835,3.200504875,1.201529,0.5533935,0.267118,7.12186675,2.86133625,0.744666375,0.45324062499999995
1574630174.5409396,2.358055125,1.024147375,0.373565625,0.29197825,2.5730136249999997,1.3680245,0.575435375,0.287759
1574630175.5480456,2.683654625,0.884878875,0.33617175,0.363271125,2.21533825,1.7222208749999999,0.667875625,0.308063625
1574630176.5385675,2.340396625,0.708424375,0.554528125,0.44203075,42.09405675,7.57227275,5.166874,1.09548375
1574630177.5081089,4.1674245,1.551192,1.04674825,0.51656375,22.655300625,6.987540125,2.68434025,0.845446
1574630178.4816113,2.25630525,1.250129125,1.10666475,1.0097266249999999,2.770762125,2.172784125,0.9812887499999999,0.704233625
1574630179.4580615,27.99117025,4.10911075,1.745791875,0.83449825,10.495085375,2.036400125,1.0272725,0.459939
1574630180.4988294,226.14956577777778,20.15606222222222,1.7347613333333334,0.8546098888888889,35.01903411111111,4.672976222222222,2.4883393333333332,0.6761394444444444
1574630181.5437381,91.672588375,12.040697375,1.9502745,0.97984775,29.994667375,6.10964225,2.7945665,0.954779625
1574630182.5306373,64.090653625,12.305142,2.694511875,0.961972,40.983737125,6.513207125,1.613685625,0.56593925
1574630183.5178504,2.83611,1.0390973749999999,0.626693625,0.73440925,4.263938125,1.19306825,0.655807,0.511603375
1574630184.5057168,5.500255624999999,1.793844125,2.572270375,1.007481375,4.15136225,2.440230875,2.579784375,0.8920049999999999
1574630185.4961996,5.974003125,2.1532658749999998,1.04434875,0.8550165,6.134075625,2.08785825,1.102123,0.5746065
1574630186.4862807,5.147809125,2.1051198749999998,0.6408493749999999,0.7147002499999999,3.970260875,2.880205375,0.7158635,0.556708375
1574630187.4802022,2.5124705,2.1721575,1.7297542499999998,0.79439625,5.588309625,3.4787751250000003,2.46261375,0.583789875
1574630188.476915,3.835832,1.688044125,1.6167025,1.03980775,6.083681375,2.6354872499999997,1.626886,1.121603125
1574630189.47375,3.904576125,2.844653,1.4674417499999999,0.86715275,4.137513,3.729128375,1.67695225,0.949225375
1574630190.4716437,6.02986875,1.618492625,1.555037125,0.95876025,5.84525475,1.555734375,1.3770832499999999,0.8541295
1574630191.4705272,3.866984,1.492024875,0.844465375,0.51057825,3.85748175,1.305278375,1.6089715,0.5020051249999999
1574630192.4710314,3.31804625,1.2735635,0.750435,0.351912,6.031709625,0.8355438749999999,1.4231975,0.33447925
1574630193.4713476,4.225642125,1.455767125,0.69528675,0.46037124999999995,3.904284125,1.3298605,0.629420875,0.46034749999999997
1574630194.4715753,2.74339175,2.22065075,0.9409495,0.7414935,5.0039105,2.228330875,0.9925136250000001,0.718838875
1574630195.471948,1.638067,1.197593625,0.955487875,0.602449125,2.509819625,0.9073895,0.510837,0.581017875
1574630196.4733527,5.035899875,1.2300245,1.596626625,0.817065,6.8361245,1.330302125,0.783528,0.685600125
1574630197.4758644,2.032397,1.8192415,0.523107125,0.44708749999999997,4.606967875,1.6460895,0.544006875,0.52257475
1574630198.4794073,1.9541845,1.470432,0.51595125,0.31578325,1.457711875,0.872619375,0.5269621250000001,0.3767555
1574630199.4819872,9.633957625,2.0120744999999998,1.5720562500000002,0.790592625,6.023103625,2.236654875,1.641448375,1.18357675
1574630200.4848123,30.84673075,2.250991,0.923053125,0.663442,16.469723,2.270316125,1.111169875,0.7761155000000001
1574630201.4876173,12.840995750000001,1.1788055,0.320684,0.2700615,9.045900875000001,1.378604875,0.533805375,0.288092
1574630202.4910643,32.716785375,2.7497475000000002,0.35984037500000005,0.36298587499999996,19.319191125,3.389293625,0.6247385,0.2611645
1574630203.118915,2.074787,0.7221474999999999,0.186398,0.2292575,2.5324915,0.7591775,0.5146185,0.12235399999999999
1574630204.7801573,1.5244366666666667,0.31540866666666667,0.10577466666666667,0.12845066666666666,1.9556456666666666,0.5958076666666667,0.37559133333333333,0.15590500000000002
1574630205.4729667,1.6467598749999999,0.418645375,0.080661125,0.0924895,0.9666705,0.492960875,0.29175075,0.13571325
1574630206.4803474,6.111090625,0.818845625,0.14788775,0.333329125,5.897945125,1.11728425,0.199390125,0.49776787499999997
1574630207.5845606,5.225599,1.523567,0.5219725,0.44544249999999996,2.87951675,1.6547245,0.74405425,0.631261
1574630208.456158,11.078175375,1.97389175,0.551252625,0.5310765,11.121363375,2.477524,1.109828125,0.73889025
1574630209.462296,20.371133,2.21881625,0.9287415,0.562711375,11.198461125,2.000828625,1.02573025,0.677512
1574630210.5095289,53.41375711111111,3.6777463333333333,1.2838426666666667,0.6095522222222223,22.718953333333335,1.586069,1.1332662222222223,0.9971183333333333
1574630212.6903722,37.738846,6.3906355999999995,0.6496398,0.6017408,12.167769,1.9047622,0.5300398,0.4408968
1574630213.5106459,5.339546125,0.9677398749999999,0.530204875,0.42108925,2.26219975,0.594822375,0.45152175,0.467871875
1574630214.2671838,3.6209112500000002,0.6188374999999999,0.6091880000000001,0.25991949999999997,2.9876074999999997,0.6786035,0.620796,0.40046675
1574630215.946063,3.56465,0.893832,0.904767,0.190679,2.693305,0.568312,0.714866,0.184679
1574630216.072246,3.921757,1.1048559999999998,1.025069,0.216018,2.700009,0.5453859999999999,0.803673,0.183056
1574630219.6409602,14.823059,1.3508594,0.9362908,0.2605984,8.2459644,0.6012102,0.933852,0.2376492
1574630220.4606097,67.32244225,2.124033625,0.677953,0.35234025,30.651723125,2.295879375,1.085546,0.426960375
1574630221.4704254,11.0770365,3.1053662500000003,0.81540625,0.31337587499999997,6.546076625,2.339888375,1.0971202500000001,0.525642875
1574630222.480516,95.859048,21.826782125,4.62543575,1.1130665,35.54852325,7.470457375,2.265615625,0.948869125
1574630223.4904315,5.201502375,1.321316125,1.331745375,0.666692625,5.30002725,1.2175536249999999,1.48432575,0.6044087499999999
1574630224.5072103,2.773756125,1.29068475,0.68703025,0.381837,5.592628625000001,1.94889775,1.057303125,0.479218875
1574630225.5338047,27.922440625,3.3223098749999997,1.855801375,0.680506375,7.223892125,1.976244375,1.523472375,0.6839356249999999
1574630226.492394,7.431429142857143,1.0127918571428571,0.8133940000000001,0.5381977142857143,3.2191045714285713,1.5849185714285714,0.7334047142857143,0.491485
1574630227.4497905,1.928010875,0.6286455,0.511704625,0.263417625,3.441104375,0.791077375,0.376328,0.2183035
1574630228.2155435,2.3875889999999997,1.3085342500000001,1.33161875,0.32862925,2.9850135,0.426671,0.46265725,0.21493325000000002
1574630230.5374362,4.755328875,2.39813875,1.1559819999999998,0.655376875,4.825845,1.59092975,1.1264174999999998,0.55254975
