title:p3_vid_2, start timestamp:2019-11-23T21:01:32.866571-05:00, stop timestamp:2019-11-23T21:03:54.441200-05:00, headset type:INSIGHT, headset serial:5A68CC28, headset firmware:925, subject name:sdahiya, channels:25, sampling rate:8, samples:689       , version:2.0
Timestamp,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
1574560892.953342,147.295670,38.236019,11.451902,2.235800,2.647321,78.329720,14.452264,10.903776,2.448878,3.580451,1239.280640,319.486664,63.978745,102.540489,84.270988,1007.829590,206.171967,54.678120,35.407143,34.358925,76.350456,16.983717,6.388593,1.447880,1.556033
1574560893.079408,144.842514,35.359200,11.401833,2.360641,2.498972,76.743561,14.735071,11.951665,2.565362,3.647070,1012.239929,294.056793,64.838440,105.103073,85.321342,949.060608,203.843582,60.889771,34.780693,35.083000,78.523323,15.633057,6.535512,1.753413,1.515700
1574560893.205679,122.943001,28.378935,10.008388,2.304051,2.208731,74.778954,14.386161,11.580784,2.679444,3.492566,834.563721,256.288055,59.858475,95.151939,74.980408,912.049194,197.761871,59.298401,30.365242,31.196234,70.191948,12.650625,6.106915,1.983459,1.414614
1574560893.332328,89.348587,19.525496,7.727646,2.078963,1.837456,71.188538,13.394278,9.873432,2.744039,3.138407,686.066833,210.027969,49.882355,76.248993,56.835449,876.466614,187.272476,50.398693,23.660431,24.108250,54.289764,8.970695,5.195677,2.056931,1.262012
1574560893.458676,54.523037,11.420107,5.270915,1.763384,1.472489,64.698822,12.080371,7.391278,2.750198,2.684128,542.847229,162.508316,37.134159,54.346718,36.697201,819.214417,172.657852,37.468277,16.758707,16.150375,35.972004,5.677491,4.065248,1.960552,1.083615
1574560893.584903,27.275177,5.845675,3.270987,1.454646,1.185091,55.353889,10.734186,4.964488,2.704700,2.258390,411.233398,119.770065,24.961756,35.049610,19.942400,731.724365,153.966949,25.050350,11.363911,9.478896,20.154154,3.482213,3.037617,1.744458,0.908201
1574560893.711225,11.352209,3.176451,2.065947,1.240677,0.999482,44.135559,9.508350,3.340821,2.619699,1.965689,302.824554,85.732262,16.560595,21.441839,9.292675,621.025940,130.614365,16.828232,8.166814,5.183308,9.765098,2.511369,2.363495,1.510640,0.756313
1574560893.837624,4.946167,2.582655,1.624422,1.163490,0.907302,32.720852,8.678214,2.731280,2.516126,1.868700,233.645676,64.889252,12.593752,13.520636,4.226208,501.745514,106.900620,13.608374,6.936965,3.091745,4.642294,2.389736,2.089008,1.351202,0.646622
1574560893.964073,3.434488,2.754242,1.656515,1.217805,0.893932,23.143328,8.823496,2.885510,2.475760,1.980462,209.473297,64.028305,13.683497,9.417476,2.362659,391.697205,93.057014,13.906671,7.187571,2.313116,2.885676,2.580136,2.087309,1.310641,0.601726
1574560894.090545,3.201678,2.859732,1.816529,1.388517,0.938364,17.131010,10.681833,3.461628,2.616596,2.258076,225.878616,91.941444,20.577841,7.584648,1.615161,313.144531,103.323792,16.278261,8.780793,2.074632,2.528986,2.714906,2.145985,1.393068,0.633043
1574560894.216814,3.282898,2.768694,1.969378,1.633474,1.017105,16.113382,14.426739,4.211450,3.011952,2.613870,281.145844,150.238068,33.193649,7.699291,1.417020,288.867249,144.231491,19.733313,11.711688,2.184634,2.816706,2.685502,2.146759,1.552206,0.730900
1574560894.343061,3.660561,2.568778,2.058799,1.878236,1.098306,20.395981,19.340008,4.975224,3.606059,2.929408,379.792480,229.585464,48.845398,9.585358,1.663337,335.560150,209.291580,24.210442,15.483522,2.633933,3.681069,2.514968,2.016376,1.714446,0.861636
1574560894.469361,4.358060,2.416900,2.079904,2.042830,1.147730,29.394196,24.100504,5.650788,4.254187,3.105529,521.722534,314.248352,63.492893,12.493033,2.188935,462.677582,281.678009,30.620262,19.154663,3.312712,5.144478,2.371897,1.777673,1.818669,0.979247
1574560894.595659,5.328792,2.455790,2.052753,2.072143,1.139600,41.316193,27.261669,6.253985,4.804785,3.105804,691.281982,386.417969,74.420815,15.358532,2.878284,659.520081,339.878571,40.457035,21.742229,4.040960,7.063454,2.448388,1.515044,1.834593,1.041882
1574560894.722085,6.376653,2.719780,1.992457,1.963468,1.076017,53.749763,27.865177,6.758610,5.151817,2.972685,856.554810,433.658691,79.990425,17.255590,3.680199,892.225708,367.739441,53.520302,22.481152,4.630857,8.972530,2.841521,1.312306,1.772080,1.037550
1574560894.848811,7.289283,3.076564,1.892501,1.769617,0.989694,63.575935,25.763781,7.109014,5.270040,2.803329,979.464966,454.119934,80.097672,17.761980,4.552916,1102.265991,358.308929,67.664856,21.294960,4.948754,10.339387,3.451806,1.203441,1.683361,0.993136
1574560894.975079,7.808039,3.346138,1.737499,1.587404,0.932207,68.041832,21.693600,7.229376,5.192803,2.702869,1038.533569,454.255890,75.727913,16.993729,5.420069,1227.860596,316.363861,79.462074,18.705252,4.952311,10.765197,4.078481,1.158358,1.643643,0.962994
1574560895.101613,8.056203,3.534326,1.556885,1.501459,0.945884,65.908592,16.937405,7.040783,4.964864,2.725782,1041.782227,439.265839,68.317482,15.469242,6.170488,1229.313965,255.002808,85.395325,15.427356,4.691095,10.379611,4.639505,1.156997,1.705117,0.994961
1574560895.228003,8.216558,3.793133,1.427880,1.541966,1.047253,57.784832,12.778291,6.546509,4.618333,2.863731,989.761414,408.651031,59.170124,13.844923,6.682044,1104.517334,189.612244,83.452583,12.151769,4.262382,9.570726,5.170973,1.217916,1.864081,1.108262
1574560895.354073,8.464076,4.266585,1.440355,1.680603,1.228834,45.930969,9.955464,5.857982,4.156660,3.070495,905.605896,359.071716,48.878799,12.579738,6.871661,892.410156,132.969040,74.034630,9.318677,3.765041,8.830792,5.754861,1.387536,2.064804,1.291844
1574560895.480365,8.755470,4.877428,1.624247,1.842752,1.456090,33.838810,8.333436,5.146986,3.587989,3.284069,800.116089,289.577484,37.915924,11.719275,6.725960,658.881470,90.822044,59.768848,7.023138,3.259183,8.432385,6.357086,1.671092,2.218392,1.507109
1574560895.606936,8.907586,5.419300,1.916197,1.943542,1.680184,24.495955,7.217232,4.556519,2.948091,3.474950,699.596191,209.994888,27.367212,11.102705,6.322216,464.028290,61.441715,44.204536,5.202212,2.777503,8.302388,6.802725,1.995545,2.248867,1.706971
1574560895.733374,8.671476,5.648136,2.211560,1.942002,1.862660,19.441687,6.105609,4.158938,2.325316,3.666224,627.473877,140.915054,19.137032,10.593649,5.832925,338.529449,40.749107,31.122753,3.909042,2.356317,8.240669,6.943386,2.236165,2.136767,1.860845
1574560895.859833,7.878289,5.433600,2.437238,1.862212,1.984204,18.806866,5.032650,4.067984,1.841809,3.876348,611.092773,102.954910,16.030813,10.281313,5.486410,284.200958,28.010250,24.011889,3.239082,2.050560,7.970436,6.812060,2.331372,1.934484,1.960798
1574560895.986376,6.717554,4.852349,2.566247,1.758667,2.035968,22.299793,4.215340,4.195889,1.570548,4.070579,672.127075,102.426010,19.593237,10.478211,5.439292,284.395691,23.162848,23.432159,3.207559,1.898420,7.641492,6.632346,2.280968,1.725737,2.007577
1574560896.112557,5.571143,4.189292,2.637385,1.686302,2.014915,29.487938,3.785714,4.379126,1.507770,4.171500,819.860718,126.397842,29.092819,11.382315,5.692905,320.205688,25.019499,28.425949,3.745307,1.907925,7.396227,6.685781,2.155303,1.578330,1.999437
1574560896.239214,5.253397,3.765891,2.703929,1.671148,1.927632,40.021172,3.757581,4.534984,1.617590,4.117120,1046.859131,152.969391,41.348885,13.009918,6.167662,380.538788,32.372421,36.694584,4.906608,2.134103,7.446845,7.047421,2.054768,1.520388,1.935189
